area_code,area_name,geography,period,indicator,disability_category,measure,unit,value
E01006168,Trafford 019E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,225
E01006168,Trafford 019E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,222
E01006168,Trafford 019E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,108
E01006168,Trafford 019E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,1258
E01006090,Trafford 020A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,178
E01006090,Trafford 020A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,164
E01006090,Trafford 020A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,177
E01006090,Trafford 020A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,1779
E01006094,Trafford 020B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,63
E01006094,Trafford 020B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,132
E01006094,Trafford 020B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,138
