lsoa11cd,index_domain,decile,rank,score
E01005518,Income,3,7612,0.212
E01005518,Index of Multiple Deprivation,3,9160,28.014
E01005518,Living Environment,5,16344,17.681
E01005519,Barriers to Housing and Services,5,13388,22.818
E01005519,Crime,6,19045,-0.162
E01005519,"Education, Skills and Training",6,17327,15.169
E01005519,Employment,5,14802,0.106
E01005519,Health Deprivation and Disability,5,13767,0.162
E01005519,Income Deprivation Affecting Children Index (IDACI),6,16562,0.146
E01005519,Income Deprivation Affecting Older People Index (IDAOPI),6,18235,0.133
E01005519,Income,6,16937,0.11
E01005519,Index of Multiple Deprivation,6,18153,15.492
E01005519,Living Environment,9,26382,7.541
E01005520,Barriers to Housing and Services,5,15313,21.195
E01005520,Crime,5,16021,0.034
E01005520,"Education, Skills and Training",7,19895,12.138
E01005520,Employment,4,10415,0.137
E01005520,Health Deprivation and Disability,3,9024,0.534
E01005520,Income Deprivation Affecting Children Index (IDACI),4,11243,0.217
E01005520,Income Deprivation Affecting Older People Index (IDAOPI),6,19526,0.123
E01005520,Income,5,13548,0.139
E01005520,Index of Multiple Deprivation,5,14247,19.997
E01005520,Living Environment,6,18906,14.567
E01005521,Barriers to Housing and Services,3,9291,26.832
E01005521,Crime,2,5953,0.738
E01005521,"Education, Skills and Training",8,25463,6.64
E01005521,Employment,6,17410,0.092
E01005521,Health Deprivation and Disability,3,8096,0.613
E01005521,Income Deprivation Affecting Children Index (IDACI),7,21171,0.101
E01005521,Income Deprivation Affecting Older People Index (IDAOPI),5,14286,0.172
E01005521,Income,7,20125,0.089
E01005521,Index of Multiple Deprivation,5,14133,20.134
E01005521,Living Environment,3,6874,34.227
E01005522,Barriers to Housing and Services,9,27394,11.303
E01005522,Crime,4,12144,0.285
E01005522,"Education, Skills and Training",4,11464,23.834
E01005522,Employment,3,8743,0.153
E01005522,Health Deprivation and Disability,2,4730,0.959
E01005522,Income Deprivation Affecting Children Index (IDACI),4,12885,0.193
E01005522,Income Deprivation Affecting Older People Index (IDAOPI),5,13260,0.184
E01005522,Income,4,11305,0.162
E01005522,Index of Multiple Deprivation,3,9329,27.733
E01005522,Living Environment,2,4187,41.828
E01005523,Barriers to Housing and Services,9,27119,11.526
E01005523,Crime,6,17348,-0.051
E01005523,"Education, Skills and Training",6,18303,13.91
E01005523,Employment,5,15850,0.1
E01005523,Health Deprivation and Disability,3,8175,0.606
E01005523,Income Deprivation Affecting Children Index (IDACI),8,23082,0.086
E01005523,Income Deprivation Affecting Older People Index (IDAOPI),5,15513,0.159
E01005523,Income,6,18669,0.098
E01005523,Index of Multiple Deprivation,6,17673,15.961
E01005523,Living Environment,5,14881,19.702
E01005524,Barriers to Housing and Services,9,26373,12.23
E01005524,Crime,1,1504,1.289
E01005524,"Education, Skills and Training",5,13862,19.876
E01005524,Employment,3,9179,0.148
E01005524,Health Deprivation and Disability,3,7326,0.682
E01005524,Income Deprivation Affecting Children Index (IDACI),3,9472,0.246
E01005524,Income Deprivation Affecting Older People Index (IDAOPI),5,16312,0.151
E01005524,Income,4,11137,0.164
E01005524,Index of Multiple Deprivation,3,9815,26.826
E01005524,Living Environment,6,18259,15.299
E01005525,Barriers to Housing and Services,3,6819,29.956
E01005525,Crime,4,10551,0.389
E01005525,"Education, Skills and Training",2,4047,45.5
E01005525,Employment,1,904,0.308
E01005525,Health Deprivation and Disability,1,1953,1.418
E01005525,Income Deprivation Affecting Children Index (IDACI),1,1573,0.452
E01005525,Income Deprivation Affecting Older People Index (IDAOPI),2,4089,0.343
E01005525,Income,1,1618,0.357
E01005525,Index of Multiple Deprivation,1,1833,52.291
E01005525,Living Environment,6,18856,14.636
E01005526,Barriers to Housing and Services,4,12127,23.941
E01005526,Crime,3,8231,0.558
E01005526,"Education, Skills and Training",3,8874,29.294
E01005526,Employment,2,3505,0.227
E01005526,Health Deprivation and Disability,2,4020,1.053
E01005526,Income Deprivation Affecting Children Index (IDACI),3,6921,0.295
E01005526,Income Deprivation Affecting Older People Index (IDAOPI),3,7498,0.267
E01005526,Income,2,5798,0.244
E01005526,Index of Multiple Deprivation,2,5847,35.783
E01005526,Living Environment,7,21483,11.93
E01005527,Barriers to Housing and Services,5,15797,20.799
E01005527,Crime,1,3266,1.012
E01005527,"Education, Skills and Training",2,4871,41.738
E01005527,Employment,1,383,0.349
E01005527,Health Deprivation and Disability,1,707,1.838
E01005527,Income Deprivation Affecting Children Index (IDACI),1,1649,0.448
E01005527,Income Deprivation Affecting Older People Index (IDAOPI),1,2019,0.421
E01005527,Income,1,873,0.394
E01005527,Index of Multiple Deprivation,1,996,59.18
E01005527,Living Environment,7,22775,10.716
E01005528,Barriers to Housing and Services,5,16411,20.293
E01005528,Crime,4,10765,0.374
E01005528,"Education, Skills and Training",2,4800,42.043
E01005528,Employment,2,5644,0.191
E01005528,Health Deprivation and Disability,2,5046,0.919
E01005528,Income Deprivation Affecting Children Index (IDACI),3,6641,0.3
E01005528,Income Deprivation Affecting Older People Index (IDAOPI),3,9619,0.231
E01005528,Income,3,7036,0.221
E01005528,Index of Multiple Deprivation,3,6830,33.234
E01005528,Living Environment,5,15602,18.715
E01005529,Barriers to Housing and Services,7,19822,17.583
E01005529,Crime,4,12917,0.235
E01005529,"Education, Skills and Training",1,2368,54.838
E01005529,Employment,1,1334,0.287
E01005529,Health Deprivation and Disability,1,1566,1.516
E01005529,Income Deprivation Affecting Children Index (IDACI),1,2539,0.41
E01005529,Income Deprivation Affecting Older People Index (IDAOPI),1,2854,0.384
E01005529,Income,1,2257,0.333
E01005529,Index of Multiple Deprivation,1,2548,48.29
E01005529,Living Environment,8,24442,9.18
E01005530,Barriers to Housing and Services,8,25415,13.043
E01005530,Crime,5,14215,0.15
E01005530,"Education, Skills and Training",8,23375,8.556
E01005530,Employment,7,20198,0.079
E01005530,Health Deprivation and Disability,4,12219,0.276
E01005530,Income Deprivation Affecting Children Index (IDACI),8,25856,0.067
E01005530,Income Deprivation Affecting Older People Index (IDAOPI),8,23806,0.093
E01005530,Income,8,24986,0.063
E01005530,Index of Multiple Deprivation,8,23051,10.964
E01005530,Living Environment,7,22940,10.55
E01005531,Barriers to Housing and Services,4,10800,25.234
E01005531,Crime,4,10480,0.394
E01005531,"Education, Skills and Training",3,8999,28.972
E01005531,Employment,5,16271,0.097
E01005531,Health Deprivation and Disability,3,7081,0.704
E01005531,Income Deprivation Affecting Children Index (IDACI),6,18623,0.124
E01005531,Income Deprivation Affecting Older People Index (IDAOPI),4,11494,0.205
E01005531,Income,5,16340,0.115
E01005531,Index of Multiple Deprivation,4,12717,22.048
E01005531,Living Environment,5,14684,19.97
E01005532,Barriers to Housing and Services,3,7028,29.67
E01005532,Crime,1,2985,1.049
E01005532,"Education, Skills and Training",1,2981,51.05
E01005532,Employment,1,1709,0.273
E01005532,Health Deprivation and Disability,1,1249,1.617
E01005532,Income Deprivation Affecting Children Index (IDACI),1,1334,0.466
E01005532,Income Deprivation Affecting Older People Index (IDAOPI),3,6953,0.277
E01005532,Income,1,2147,0.336
E01005532,Index of Multiple Deprivation,1,1800,52.503
E01005532,Living Environment,8,24210,9.393
E01005533,Barriers to Housing and Services,8,24887,13.497
E01005533,Crime,3,9028,0.5
E01005533,"Education, Skills and Training",5,14188,19.417
E01005533,Employment,4,9979,0.141
E01005533,Health Deprivation and Disability,2,5816,0.831
E01005533,Income Deprivation Affecting Children Index (IDACI),6,17536,0.135
E01005533,Income Deprivation Affecting Older People Index (IDAOPI),3,9511,0.232
E01005533,Income,5,13319,0.141
E01005533,Index of Multiple Deprivation,4,11272,24.273
E01005533,Living Environment,3,9162,29.012
E01005534,Barriers to Housing and Services,6,16690,20.096
E01005534,Crime,5,13688,0.185
E01005534,"Education, Skills and Training",4,11859,23.122
E01005534,Employment,3,8259,0.158
E01005534,Health Deprivation and Disability,3,7849,0.636
E01005534,Income Deprivation Affecting Children Index (IDACI),3,9105,0.253
E01005534,Income Deprivation Affecting Older People Index (IDAOPI),2,5375,0.311
E01005534,Income,3,8284,0.201
E01005534,Index of Multiple Deprivation,4,10378,25.845
E01005534,Living Environment,6,17741,15.919
E01005535,Barriers to Housing and Services,4,11350,24.734
E01005535,Crime,4,11246,0.342
E01005535,"Education, Skills and Training",4,10446,25.828
E01005535,Employment,3,6697,0.176
E01005535,Health Deprivation and Disability,1,3088,1.193
E01005535,Income Deprivation Affecting Children Index (IDACI),3,7201,0.289
E01005535,Income Deprivation Affecting Older People Index (IDAOPI),4,10064,0.224
E01005535,Income,3,8326,0.2
E01005535,Index of Multiple Deprivation,3,7224,32.239
E01005535,Living Environment,4,10182,27.09
E01005536,Barriers to Housing and Services,7,21007,16.612
E01005536,Crime,3,7439,0.617
E01005536,"Education, Skills and Training",3,6912,34.844
E01005536,Employment,3,8130,0.159
E01005536,Health Deprivation and Disability,2,4544,0.981
E01005536,Income Deprivation Affecting Children Index (IDACI),2,6532,0.303
E01005536,Income Deprivation Affecting Older People Index (IDAOPI),4,10289,0.221
E01005536,Income,3,7938,0.206
E01005536,Index of Multiple Deprivation,3,7815,30.871
E01005536,Living Environment,4,12143,23.753
E01005537,Barriers to Housing and Services,3,9620,26.469
E01005537,Crime,10,31759,-1.425
E01005537,"Education, Skills and Training",6,17943,14.326
E01005537,Employment,6,17611,0.091
E01005537,Health Deprivation and Disability,4,12123,0.282
E01005537,Income Deprivation Affecting Children Index (IDACI),7,20978,0.103
E01005537,Income Deprivation Affecting Older People Index (IDAOPI),8,24983,0.086
E01005537,Income,7,22974,0.073
E01005537,Index of Multiple Deprivation,7,20058,13.587
E01005537,Living Environment,6,19517,13.917
E01005538,Barriers to Housing and Services,6,17771,19.239
E01005538,Crime,5,14406,0.137
E01005538,"Education, Skills and Training",2,5260,40.315
E01005538,Employment,2,5207,0.197
E01005538,Health Deprivation and Disability,2,4664,0.968
E01005538,Income Deprivation Affecting Children Index (IDACI),2,6158,0.311
E01005538,Income Deprivation Affecting Older People Index (IDAOPI),2,5083,0.318
E01005538,Income,2,5278,0.254
E01005538,Index of Multiple Deprivation,2,6539,33.959
E01005538,Living Environment,6,17544,16.147
E01005539,Barriers to Housing and Services,7,22733,15.241
E01005539,Crime,1,1028,1.406
E01005539,"Education, Skills and Training",2,3587,47.743
E01005539,Employment,1,2694,0.244
E01005539,Health Deprivation and Disability,1,1804,1.458
E01005539,Income Deprivation Affecting Children Index (IDACI),3,6870,0.296
E01005539,Income Deprivation Affecting Older People Index (IDAOPI),2,5808,0.302
E01005539,Income,2,5134,0.257
E01005539,Index of Multiple Deprivation,1,2958,46.09
E01005539,Living Environment,4,11625,24.637
E01005540,Barriers to Housing and Services,8,25472,12.996
E01005540,Crime,2,4583,0.868
E01005540,"Education, Skills and Training",5,13564,20.271
E01005540,Employment,4,12090,0.124
E01005540,Health Deprivation and Disability,2,4282,1.016
E01005540,Income Deprivation Affecting Children Index (IDACI),6,16565,0.146
E01005540,Income Deprivation Affecting Older People Index (IDAOPI),6,19064,0.126
E01005540,Income,5,16248,0.115
E01005540,Index of Multiple Deprivation,4,10987,24.757
E01005540,Living Environment,3,8644,30.022
E01005541,Barriers to Housing and Services,7,19962,17.458
E01005541,Crime,3,7146,0.638
E01005541,"Education, Skills and Training",4,10720,25.275
E01005541,Employment,3,7266,0.169
E01005541,Health Deprivation and Disability,2,5917,0.82
E01005541,Income Deprivation Affecting Children Index (IDACI),5,15450,0.159
E01005541,Income Deprivation Affecting Older People Index (IDAOPI),3,9345,0.235
E01005541,Income,4,11695,0.158
E01005541,Index of Multiple Deprivation,3,9018,28.305
E01005541,Living Environment,3,8765,29.794
E01005542,Barriers to Housing and Services,5,15408,21.109
E01005542,Crime,3,7819,0.589
E01005542,"Education, Skills and Training",3,9547,27.717
E01005542,Employment,2,4075,0.217
E01005542,Health Deprivation and Disability,1,1751,1.471
E01005542,Income Deprivation Affecting Children Index (IDACI),3,7182,0.289
E01005542,Income Deprivation Affecting Older People Index (IDAOPI),2,3988,0.346
E01005542,Income,2,5155,0.256
E01005542,Index of Multiple Deprivation,2,5201,37.775
E01005542,Living Environment,6,16734,17.158
E01005543,Barriers to Housing and Services,5,15909,20.702
E01005543,Crime,7,19920,-0.223
E01005543,"Education, Skills and Training",5,15155,18.002
E01005543,Employment,5,15439,0.102
E01005543,Health Deprivation and Disability,3,8426,0.584
E01005543,Income Deprivation Affecting Children Index (IDACI),5,14148,0.175
E01005543,Income Deprivation Affecting Older People Index (IDAOPI),4,12352,0.194
E01005543,Income,5,14426,0.131
E01005543,Index of Multiple Deprivation,5,15392,18.591
E01005543,Living Environment,5,15712,18.562
E01005544,Barriers to Housing and Services,10,30610,7.813
E01005544,Crime,8,26041,-0.67
E01005544,"Education, Skills and Training",8,25709,6.427
E01005544,Employment,8,23889,0.064
E01005544,Health Deprivation and Disability,6,17894,-0.117
E01005544,Income Deprivation Affecting Children Index (IDACI),9,29248,0.045
E01005544,Income Deprivation Affecting Older People Index (IDAOPI),9,27261,0.073
E01005544,Income,9,28484,0.047
E01005544,Index of Multiple Deprivation,9,28468,6.611
E01005544,Living Environment,7,20213,13.182
E01005545,Barriers to Housing and Services,10,32565,3.37
E01005545,Crime,5,15257,0.084
E01005545,"Education, Skills and Training",8,26090,6.105
E01005545,Employment,8,25044,0.06
E01005545,Health Deprivation and Disability,6,18379,-0.152
E01005545,Income Deprivation Affecting Children Index (IDACI),8,25773,0.067
E01005545,Income Deprivation Affecting Older People Index (IDAOPI),9,27543,0.071
E01005545,Income,9,28147,0.049
E01005545,Index of Multiple Deprivation,9,28511,6.563
E01005545,Living Environment,9,28621,5.614
E01005546,Barriers to Housing and Services,5,14558,21.827
E01005546,Crime,1,1637,1.26
E01005546,"Education, Skills and Training",5,13679,20.107
E01005546,Employment,3,6943,0.173
E01005546,Health Deprivation and Disability,2,4660,0.968
E01005546,Income Deprivation Affecting Children Index (IDACI),6,16468,0.147
E01005546,Income Deprivation Affecting Older People Index (IDAOPI),4,11639,0.203
E01005546,Income,4,10145,0.175
E01005546,Index of Multiple Deprivation,3,7873,30.76
E01005546,Living Environment,7,21580,11.826
E01005547,Barriers to Housing and Services,7,20844,16.735
E01005547,Crime,2,4343,0.894
E01005547,"Education, Skills and Training",3,7117,34.143
E01005547,Employment,3,8251,0.158
E01005547,Health Deprivation and Disability,1,3259,1.167
E01005547,Income Deprivation Affecting Children Index (IDACI),4,10004,0.237
E01005547,Income Deprivation Affecting Older People Index (IDAOPI),4,10868,0.213
E01005547,Income,3,9578,0.182
E01005547,Index of Multiple Deprivation,3,7244,32.206
E01005547,Living Environment,4,9973,27.478
E01005548,Barriers to Housing and Services,6,19659,17.712
E01005548,Crime,1,2321,1.142
E01005548,"Education, Skills and Training",3,8381,30.557
E01005548,Employment,1,2850,0.241
E01005548,Health Deprivation and Disability,1,2583,1.288
E01005548,Income Deprivation Affecting Children Index (IDACI),3,9511,0.245
E01005548,Income Deprivation Affecting Older People Index (IDAOPI),2,5917,0.299
E01005548,Income,2,6218,0.236
E01005548,Index of Multiple Deprivation,2,4453,40.196
E01005548,Living Environment,5,13428,21.779
E01005549,Barriers to Housing and Services,10,30867,7.424
E01005549,Crime,5,14756,0.116
E01005549,"Education, Skills and Training",9,27444,4.93
E01005549,Employment,7,21856,0.072
E01005549,Health Deprivation and Disability,5,14761,0.092
