lsoa11cd,measure,value,index_domain
E01005588,Rank,4049,Health Deprivation and Disability
E01005775,Rank,17045,Health Deprivation and Disability
E01005780,Rank,11597,Health Deprivation and Disability
E01005812,Rank,26607,Health Deprivation and Disability
E01005813,Rank,21535,Health Deprivation and Disability
E01005998,Rank,6206,Health Deprivation and Disability
E01005807,Rank,21122,Health Deprivation and Disability
E01005992,Rank,3072,Health Deprivation and Disability
E01005881,Rank,26811,Health Deprivation and Disability
E01005875,Rank,14758,Health Deprivation and Disability
E01005851,Rank,13035,Health Deprivation and Disability
E01005962,Rank,13221,Health Deprivation and Disability
E01005960,Rank,2198,Health Deprivation and Disability
E01005899,Rank,9527,Health Deprivation and Disability
E01005911,Rank,14750,Health Deprivation and Disability
E01005968,Rank,15182,Health Deprivation and Disability
E01005536,Rank,4544,Health Deprivation and Disability
E01005975,Rank,5029,Health Deprivation and Disability
E01005963,Rank,8883,Health Deprivation and Disability
E01005894,Rank,8864,Health Deprivation and Disability
E01005837,Rank,13242,Health Deprivation and Disability
E01005886,Rank,4072,Health Deprivation and Disability
E01005794,Rank,24592,Health Deprivation and Disability
E01005880,Rank,18201,Health Deprivation and Disability
E01005844,Rank,16656,Health Deprivation and Disability
E01005786,Rank,21924,Health Deprivation and Disability
E01005529,Rank,1566,Health Deprivation and Disability
E01005532,Rank,1249,Health Deprivation and Disability
E01005656,Rank,2316,Health Deprivation and Disability
E01005690,Rank,4067,Health Deprivation and Disability
E01005759,Rank,12608,Health Deprivation and Disability
E01005764,Rank,3728,Health Deprivation and Disability
E01005727,Rank,3922,Health Deprivation and Disability
E01005616,Rank,2682,Health Deprivation and Disability
E01005657,Rank,723,Health Deprivation and Disability
E01005673,Rank,3826,Health Deprivation and Disability
E01005632,Rank,3479,Health Deprivation and Disability
E01005629,Rank,3911,Health Deprivation and Disability
E01005734,Rank,4769,Health Deprivation and Disability
E01005617,Rank,9932,Health Deprivation and Disability
E01005603,Rank,3500,Health Deprivation and Disability
E01005691,Rank,11202,Health Deprivation and Disability
E01005714,Rank,3098,Health Deprivation and Disability
E01005682,Rank,18,Health Deprivation and Disability
E01006102,Rank,17958,Health Deprivation and Disability
E01006103,Rank,27197,Health Deprivation and Disability
E01006034,Rank,3576,Health Deprivation and Disability
E01006096,Rank,23306,Health Deprivation and Disability
E01006129,Rank,11116,Health Deprivation and Disability
E01006132,Rank,11912,Health Deprivation and Disability
E01006115,Rank,4964,Health Deprivation and Disability
E01006116,Rank,20477,Health Deprivation and Disability
E01006024,Rank,18008,Health Deprivation and Disability
E01006052,Rank,1357,Health Deprivation and Disability
E01006097,Rank,28923,Health Deprivation and Disability
E01006084,Rank,30512,Health Deprivation and Disability
E01006053,Rank,13046,Health Deprivation and Disability
E01006159,Rank,5206,Health Deprivation and Disability
E01006239,Rank,668,Health Deprivation and Disability
E01006196,Rank,21702,Health Deprivation and Disability
E01006157,Rank,14686,Health Deprivation and Disability
E01006235,Rank,4374,Health Deprivation and Disability
E01006260,Rank,5442,Health Deprivation and Disability
E01006202,Rank,12703,Health Deprivation and Disability
E01006090,Rank,21690,Health Deprivation and Disability
E01005698,Rank,546,Health Deprivation and Disability
E01006164,Rank,21079,Health Deprivation and Disability
E01005751,Rank,7096,Health Deprivation and Disability
E01005718,Rank,4515,Health Deprivation and Disability
E01006160,Rank,9712,Health Deprivation and Disability
E01006195,Rank,27269,Health Deprivation and Disability
E01006246,Rank,5353,Health Deprivation and Disability
E01006182,Rank,18438,Health Deprivation and Disability
E01006175,Rank,3840,Health Deprivation and Disability
E01006247,Rank,10178,Health Deprivation and Disability
E01006240,Rank,1016,Health Deprivation and Disability
E01006233,Rank,14857,Health Deprivation and Disability
E01006016,Rank,851,Health Deprivation and Disability
E01006010,Rank,2821,Health Deprivation and Disability
E01006017,Rank,12857,Health Deprivation and Disability
E01005518,Rank,8086,Health Deprivation and Disability
E01005445,Rank,4410,Health Deprivation and Disability
E01005447,Rank,1388,Health Deprivation and Disability
E01005459,Rank,2387,Health Deprivation and Disability
E01005560,Rank,11361,Health Deprivation and Disability
E01005481,Rank,5121,Health Deprivation and Disability
E01005539,Rank,1804,Health Deprivation and Disability
E01005540,Rank,4282,Health Deprivation and Disability
E01005555,Rank,14178,Health Deprivation and Disability
E01005572,Rank,13471,Health Deprivation and Disability
E01006143,Rank,18524,Health Deprivation and Disability
E01006145,Rank,7038,Health Deprivation and Disability
E01005509,Rank,714,Health Deprivation and Disability
E01005464,Rank,2458,Health Deprivation and Disability
E01005581,Rank,345,Health Deprivation and Disability
E01005534,Rank,7849,Health Deprivation and Disability
E01005516,Rank,13162,Health Deprivation and Disability
E01005471,Rank,5092,Health Deprivation and Disability
E01005522,Rank,4730,Health Deprivation and Disability
E01005543,Rank,8426,Health Deprivation and Disability
E01005553,Rank,2332,Health Deprivation and Disability
E01005877,Rank,6996,Health Deprivation and Disability
E01005861,Rank,12093,Health Deprivation and Disability
E01005882,Rank,8475,Health Deprivation and Disability
E01005821,Rank,6464,Health Deprivation and Disability
E01005825,Rank,9579,Health Deprivation and Disability
E01005798,Rank,5958,Health Deprivation and Disability
E01005803,Rank,21030,Health Deprivation and Disability
E01005640,Rank,1753,Health Deprivation and Disability
E01005641,Rank,2312,Health Deprivation and Disability
E01005687,Rank,7729,Health Deprivation and Disability
E01005689,Rank,1141,Health Deprivation and Disability
E01005848,Rank,18618,Health Deprivation and Disability
E01005854,Rank,24245,Health Deprivation and Disability
E01005840,Rank,8919,Health Deprivation and Disability
E01005846,Rank,14063,Health Deprivation and Disability
E01005647,Rank,14325,Health Deprivation and Disability
E01005654,Rank,770,Health Deprivation and Disability
E01005758,Rank,69,Health Deprivation and Disability
E01005591,Rank,4895,Health Deprivation and Disability
E01005791,Rank,12727,Health Deprivation and Disability
E01005774,Rank,1105,Health Deprivation and Disability
E01005680,Rank,190,Health Deprivation and Disability
E01005630,Rank,5775,Health Deprivation and Disability
E01005609,Rank,255,Health Deprivation and Disability
E01005662,Rank,1873,Health Deprivation and Disability
E01005768,Rank,24448,Health Deprivation and Disability
E01005622,Rank,3361,Health Deprivation and Disability
E01005761,Rank,5100,Health Deprivation and Disability
E01005614,Rank,7754,Health Deprivation and Disability
E01005789,Rank,23016,Health Deprivation and Disability
E01005738,Rank,18578,Health Deprivation and Disability
E01005782,Rank,13001,Health Deprivation and Disability
E01005711,Rank,9549,Health Deprivation and Disability
E01005713,Rank,13079,Health Deprivation and Disability
E01005793,Rank,21133,Health Deprivation and Disability
E01005590,Rank,3326,Health Deprivation and Disability
E01005746,Rank,465,Health Deprivation and Disability
E01005639,Rank,781,Health Deprivation and Disability
E01005587,Rank,15952,Health Deprivation and Disability
E01005731,Rank,2065,Health Deprivation and Disability
E01005753,Rank,292,Health Deprivation and Disability
E01005879,Rank,5677,Health Deprivation and Disability
E01006153,Rank,23968,Health Deprivation and Disability
E01006038,Rank,9417,Health Deprivation and Disability
E01006172,Rank,18213,Health Deprivation and Disability
E01006177,Rank,8489,Health Deprivation and Disability
E01006380,Rank,2839,Health Deprivation and Disability
E01006367,Rank,17464,Health Deprivation and Disability
E01006407,Rank,10344,Health Deprivation and Disability
E01006410,Rank,10720,Health Deprivation and Disability
E01006377,Rank,21791,Health Deprivation and Disability
E01006369,Rank,2960,Health Deprivation and Disability
E01006397,Rank,2820,Health Deprivation and Disability
E01006386,Rank,25,Health Deprivation and Disability
E01006405,Rank,400,Health Deprivation and Disability
E01006381,Rank,19610,Health Deprivation and Disability
E01006104,Rank,6085,Health Deprivation and Disability
E01006088,Rank,27364,Health Deprivation and Disability
E01006128,Rank,15793,Health Deprivation and Disability
E01006131,Rank,15791,Health Deprivation and Disability
E01006100,Rank,20339,Health Deprivation and Disability
E01006070,Rank,10150,Health Deprivation and Disability
E01006158,Rank,6858,Health Deprivation and Disability
E01006033,Rank,2168,Health Deprivation and Disability
E01006140,Rank,23753,Health Deprivation and Disability
E01006144,Rank,3222,Health Deprivation and Disability
E01006051,Rank,13062,Health Deprivation and Disability
E01006035,Rank,2263,Health Deprivation and Disability
E01006077,Rank,15658,Health Deprivation and Disability
E01006085,Rank,27233,Health Deprivation and Disability
E01006227,Rank,10105,Health Deprivation and Disability
E01006067,Rank,14762,Health Deprivation and Disability
E01006226,Rank,14345,Health Deprivation and Disability
E01006358,Rank,3210,Health Deprivation and Disability
E01006217,Rank,4757,Health Deprivation and Disability
E01006194,Rank,22220,Health Deprivation and Disability
E01006348,Rank,15016,Health Deprivation and Disability
E01006181,Rank,7304,Health Deprivation and Disability
E01006234,Rank,7027,Health Deprivation and Disability
E01006220,Rank,4636,Health Deprivation and Disability
E01006174,Rank,18970,Health Deprivation and Disability
E01006163,Rank,23215,Health Deprivation and Disability
E01006165,Rank,14133,Health Deprivation and Disability
E01006210,Rank,16104,Health Deprivation and Disability
E01006216,Rank,9575,Health Deprivation and Disability
E01006201,Rank,4835,Health Deprivation and Disability
E01006305,Rank,1571,Health Deprivation and Disability
E01005520,Rank,9024,Health Deprivation and Disability
E01005527,Rank,707,Health Deprivation and Disability
E01005511,Rank,5182,Health Deprivation and Disability
E01005514,Rank,3730,Health Deprivation and Disability
E01005503,Rank,15115,Health Deprivation and Disability
E01005502,Rank,2878,Health Deprivation and Disability
E01005506,Rank,2010,Health Deprivation and Disability
E01006359,Rank,3806,Health Deprivation and Disability
E01006391,Rank,10242,Health Deprivation and Disability
E01006392,Rank,766,Health Deprivation and Disability
E01006371,Rank,11158,Health Deprivation and Disability
E01006372,Rank,20942,Health Deprivation and Disability
E01006361,Rank,692,Health Deprivation and Disability
E01006406,Rank,7107,Health Deprivation and Disability
E01006411,Rank,472,Health Deprivation and Disability
E01006355,Rank,10429,Health Deprivation and Disability
E01006362,Rank,19407,Health Deprivation and Disability
E01006345,Rank,9218,Health Deprivation and Disability
E01006354,Rank,2576,Health Deprivation and Disability
E01006344,Rank,4356,Health Deprivation and Disability
E01006300,Rank,19968,Health Deprivation and Disability
E01005497,Rank,1870,Health Deprivation and Disability
E01005505,Rank,4428,Health Deprivation and Disability
E01005496,Rank,1469,Health Deprivation and Disability
E01006314,Rank,16324,Health Deprivation and Disability
E01006308,Rank,1537,Health Deprivation and Disability
E01006312,Rank,19749,Health Deprivation and Disability
E01006306,Rank,737,Health Deprivation and Disability
E01006324,Rank,2674,Health Deprivation and Disability
E01006319,Rank,18351,Health Deprivation and Disability
E01006322,Rank,5592,Health Deprivation and Disability
E01006301,Rank,16636,Health Deprivation and Disability
E01006302,Rank,15717,Health Deprivation and Disability
E01006278,Rank,10447,Health Deprivation and Disability
E01006285,Rank,16344,Health Deprivation and Disability
E01006370,Rank,5985,Health Deprivation and Disability
E01006342,Rank,6865,Health Deprivation and Disability
E01006303,Rank,14291,Health Deprivation and Disability
E01006335,Rank,4934,Health Deprivation and Disability
E01006279,Rank,10393,Health Deprivation and Disability
E01006284,Rank,3125,Health Deprivation and Disability
E01006283,Rank,3465,Health Deprivation and Disability
E01006375,Rank,14349,Health Deprivation and Disability
E01006334,Rank,3622,Health Deprivation and Disability
E01006360,Rank,564,Health Deprivation and Disability
E01006356,Rank,3220,Health Deprivation and Disability
E01006341,Rank,2286,Health Deprivation and Disability
E01006292,Rank,8926,Health Deprivation and Disability
E01005242,Rank,627,Health Deprivation and Disability
E01005086,Rank,160,Health Deprivation and Disability
E01005092,Rank,576,Health Deprivation and Disability
E01005241,Rank,5309,Health Deprivation and Disability
E01005189,Rank,111,Health Deprivation and Disability
E01005222,Rank,369,Health Deprivation and Disability
E01005247,Rank,5098,Health Deprivation and Disability
E01005264,Rank,333,Health Deprivation and Disability
E01005079,Rank,3523,Health Deprivation and Disability
E01005227,Rank,2796,Health Deprivation and Disability
E01005156,Rank,8808,Health Deprivation and Disability
E01005097,Rank,322,Health Deprivation and Disability
E01005231,Rank,2538,Health Deprivation and Disability
E01005265,Rank,1452,Health Deprivation and Disability
E01005293,Rank,5202,Health Deprivation and Disability
