registered_charity_number,charity_company_registration_number,charity_name,charity_type,charity_activities,date_of_registration,charity_contact_address,charity_contact_postcode,charity_contact_phone,charity_contact_email,charity_contact_web
1140385,06825285,GREATER MANCHESTER COMMUNITY CHAPLAINCY LTD,Charitable company,RESETTLEMENT OF EX OFFENDERS WITHIN GREATER MANCHESTER,2011-02-11,"Chair Of Trustees, Gtr Mcr Community Chaplaincy, C/O Methodist Central Buildings, Oldham Street, Manchester",M1 1JQ  ,01612362462,manager@gmcconline.org,www.gmcc.support
1139378,07328036,COMMUNITY ON SOLID GROUND,Charitable company,"Community on Solid Ground aims to improve community cohesion and integration by providing activities which involve holiday play schemes, sport, leisure, recreational and educational activities to promote social capacity of all members. We also aim to develop the young people and their family?s physical, mental and spiritual wellbeing in order to build their confidence and self-esteem",2010-12-20,"Manley Park Play (Community) Centre, York Avenue, Manchester",M16 0AS,01618620955,ADMIN@YOSG.ORG.UK,WWW.YOSG.ORG.UK
1140228,NA,STRETFORD GRAMMAR SCHOOL PTA,Other,"As an organisation the PTA organises events to raise funds for the school. Our aim is not only to increase our donations but also to work towards creating a more cohesive school community. The vast majority of our children come from various ethnic backgrounds so we aim to build a strong and lasting community. This, we hope, will also benefit our fund raising aims.",2011-02-04,"Stretford Grammar School, Granby Road, Stretford, Manchester",M32 8JB,01618652293,admin@stretfordgrammar.com,www.stretfordgrammar.com
1139229,07447531,MANCHESTER CITY F.C. CITY IN THE COMMUNITY FOUNDATION,Charitable company,To promote any charitable purpose for the benefit of the community in the UK and overseas.  For the general purposes of such charitable bodies as the trustees may from time to time decide. To relieve poverty and economic deprivation within the community by such means as the trustees think fit.To advance the education of children and other persons through such means as the trustees think fit.,2010-12-01,"Etihad Stadium, Etihad Campus, Manchester",M11 3FF ,01614387712,citc@mcfc.co.uk,www.mcfc.co.uk
1143638,07260414,WYTHENSHAWE COMMUNITY MEDIA,Charitable company,"WCM objects are:(1) To advance education of the public primarily within Greater Manchester in media production and related skills.(2) To develop capacity and skills of socially and economically disadvantaged communities primarily within Wythenshawe and surrounding parts of Greater Manchester so they can better identify, and help meet, their needs and to participate more fully in society.",2011-09-01,"31 Westfield Road, Manchester",M21 0SW,01614997982,info@wfmradio.org,http://www.wfmradio.org
1141823,07463849,IMAGINE ACT AND SUCCEED,Charitable company,"We support people with a disability to have choice and control over their lives, be valued and contributing members of their communities and be part of a wide network of friends, neighbours and family. Our support also extends to their families, friends and local community to meet their needs so they are enabled to live full lives.",2011-05-11,"110 Church Street, Leigh",WN7 2DB ,01942807009,enquiries@imagineactandsucceed.co.uk,www.imagineactandsucceed.co.uk
1141366,07533794,WALTON PARK INDOOR FOOTBALL CENTRE,Charitable company,"At the heart of the charity and everything we seek to do is our aim to deliver the highest quality, affordable indoor football facility for all members of the surrounding neighbourhood focussing on the local Sale and Trafford community, without distinction of sex, sexual orientation, race or of political, religious or other opinions.",2011-04-13,"229 Dane Road, Sale",M33 2LZ,0161 962 0159,company@wpifc.org.uk,www.wpifc.org.uk
1141342,NA,FACE TO FACE COUNSELLING SERVICE,Other,"To relieve emotional distress through providing low cost, self-referred counselling to adults on low income, young people & children who, through lack of means would otherwise be unable to access such support. Based in South Manchester. Clients self refer via 24hour answerphone. 35 voluntary counsellors offer sessions 7 days per week. Appointment only.",2011-04-12,"95 Crofts Bank Road, Urmston, Manchester",M41 0US,01617475598,info@facetofacecounselling.org.uk,www.facetofacecounselling.org.uk
1142502,07400347,ACTING ON IMPULSE,Charitable company,"ÔÇÓ RUN ACTING WORKSHOPS FOR HOMELESS AND MARGINALISED PEOPLE, DEVELOPING CREATIVE SKILLS, CONFIDENCE AND SELF-ESTEEM.ÔÇÓ PRODUCE PROFESSIONAL PROJECTS WITH THIS COMPANY OF ACTORS: FILM AND LIVE PERFORMANCEÔÇÓ PROVIDE CURRICULUM MATERIALS AND CREATIVE WORKSHOPS FOR SCHOOLS ON HOMELESSNESS ISSUES ÔÇÓ USE THE PROJECTS TO INFORM AND INFLUENCE PUBLIC ATTITUDES TOWARDS HOMELESSNESS",2011-06-21,"8 Dobbinetts Lane, Manchester",M23 9NB ,01619040685,actingonimpulsemail@googlemail.com,http://www.actingonimpulse.net/
1141398,NA,FRIENDS OF THE ENGLISH MARTYRS CATHOLIC SCHOOL URMSTON,Other,"The Association will actively raise money through activities involving pupils, staff, parents andanyone associated with the school to provide facilities, buildings, materials and equipment asrequired by the school to advance the education and education experience of the pupils.",2011-04-01,"5 Wycliffe Road, Urmston, Manchester",M41 5AH,01617487257,englishmartyrsfriends@hotmail.co.uk,http://www.englishmartyrs.info/English_Martyrs_RC_Primary_School/Friends.html
1143138,07575379,GEORGE HOUSE TRUST,Charitable company,"George House Trust provides services to people living with HIV, which enable them to feel empowered and better able to live healthily with HIV.  We raise awareness of HIV and encourage all sexually active people in the North West to know their HIV status. We challenge HIV stigma and discrimination and promote a better understanding of HIV.",2011-07-28,"George House Trust, 75-77 Ardwick Green North, Manchester",M12 6FX,0161 2744499,ght@ght.org.uk,www.ght.org.uk
1142856,NA,FLIXTON BAND,Other,We are a brass band and give concerts locally and regionally and also play for many community groups including local churches and lead the local carnival procession. We also perform at civic events including Remembrance Sunday. In April 2013 we started a community band to encourage people to play brass instruments. This has 25 members aged between 6 and 80. We have also started up a learners group,2011-07-13,"67 Roseneath Road, Urmston, Manchester",M41 5AY ,07583 976050,flixband@aol.com,www.flixtonband.org.uk
1142325,07577822,BOWDON PREPARATORY SCHOOL,Charitable company,"The charity operates the school known as Bowdon Preparatory School, the objects of which are the advancement of education for the public benefit at Altrincham in Cheshire through an independent preparatory school for girls and boys, in which they are taught the doctrines of Christianity. The school is non-selective and is currently committed to girls rather than mixed education .",2011-06-09,"Ashley Road, Altrincham, Cheshire",WA14 2LT,01619280678,NA,www.bowdonprep.org.uk
1142133,07477967,MANCHESTER BETH DIN LTD,Charitable company,"To establish and maintain an ecclesiastical court and ancillary servicesTo support Jewish reigious life within Greater Manchester areaTo licence ,set the Kashrus standards and provide appropriate supervision for kosher establishments and caterers as required",2011-05-26,"Manchester Jewish Community Centre, Jubilee School, Bury Old Road, Manchester",M7 4QY,0161 740 9711,info@mbd.org.uk,www.mbd.org.uk
1144161,NA,THE FAITH NETWORK FOR MANCHESTER (FN4M),Other,"Runs Manchester's first Multifaith Centre, Interfaith Dialogues on current issues as part of a series 'What Faith Says About ...', Women of Faith programme, In Your Faith - a young people's awareness project in schools, colleges and youth groups, Peace Malas, Festive Interfaith parties and community engagement and representation at various levels, including with decision makers.",2011-10-06,"The Wesley Centre, Unit 18, Royce Road, Manchester",M15 5BP,01612279822,mail@fn4m.org,www.fn4m.org
1142217,07476646,BARLOW MOOR COMMUNITY ASSOCIATION LIMITED,Charitable company,1) To promote the benefit of the inhabitants of Barlow Moor and its invirons. In a common effort to advance education2) To provide facilities in the interest of social welfare for recreation and leisure time occupation 3) To secure the establishment of a community centre and to maintain and manage the same.4) such other purposes as may be charitable according to the law in England and Wales.,2011-06-02,"23 Mersey Bank Avenue, Chorlton, Manchester",M21 7NT ,01614464805,becky@barlowmoorca.co.uk,www.bmcaltd.co.uk
1148441,NA,CHESTER DIOCESAN GUILD OF CHURCH BELL RINGERS,Other,"Training in the art of church bell ringing.Training in church bell maintenance.Arranging and running practice meetings for church bell ringers.Arranging and running church bell ringing competitions.Arranging church bell ringing for special events and commemorations.Providing grants towards the preservation, restoration, and augmentation of church bells and their fittings.",2012-08-06,"44 Woodlands Road, Handforth, Wilmslow, Cheshire",SK9 3AU,01625523962,bob-pollyk@tiscali.co.uk,www.chesterdg.org.uk
1143814,NA,CADISHEAD PUBLIC BAND,Other,"Cadishead Public Band fulfils the following objectives to the public's benefit: a) provides premises in which musical tuition, rehearsals and related functions can occurb) provides free brass band instruments and uniforms and tuition, c) offers membership to all, d) organises concerts and musical events for the enjoyment of all  and e) supports local organisations in their activities.",2011-09-15,"36 Fairlyn Drive, Over Hulton, Bolton",BL5 1HJ,07713248041,sec.cadband@gmail.com,cadisheadband.org.uk
1143958,07627420,PROUD & LOUD ARTS,Charitable company,"A member-led organisation creating innovative, thought-provoking performance primarily to raise greater awareness and understanding of a variety of social and cultural issues from a disability perspective.  Providing opportunities for training, confidence building & meaningful social interaction to reduce social isolation and signposting to other in/formal learning and employment opportunities.",2011-09-23,"Proud & Loud Arts, Department 4, C/O Salford Cvs, The Old Town Hall, 5 Irwell Place, Eccles",M30 0FN,07876798319,proudandloudarts@ukart.com,www.proudandloudarts.com
1143362,NA,SIMPLY CYCLING,Trust,"All ability cycling on adapted trikes, bikes, hand cycles, tandems, side by sides and wheelchair accessible bikes in a safe and friendly environment.",2011-08-15,"37 Cherington Close, Manchester",M23 0FE,07753428937,sueblaylock2708@aol.com,www.simply-cycling.org
1142724,NA,MANCHESTER CHAMBER CHOIR,Other,"To advanced improve, develop and maintain public education in and appreciation of music in all its aspects by any means that the trustees see fit, including through the presentation of public concerts and recitals.The choir performs music by composers from the renaissance to the present to a high standard in public concerts, including those for the local Arts Festival, and in BBC broadcasts.",2011-07-05,"21 The Orchards, Pickmere, Knutsford",WA16 0LS,07719701738,info.mcrchamberchoir@gmail.com,www.manchesterchamberchoir.co.uk
1146058,07597525,ST JOHN'S CENTRE,Charitable company,"St John's Centre has provided training/learning opportunities for over 400 individuals improving their chances for further education, paid employment, improved health and well being. and have provided 20 volunteer opportunities to gain skills and experience supporting our work. The charity supports 20 voluntary groups enabling them to carry out their own activities for community benefit  .",2012-02-22,"St. Johns Centre, St. Johns Road, Old Trafford, Manchester",M16 7GX,01618727795,info@stjohnscentre.org,www.stjohnscentre.org
1152499,05870623,COMMONWORD ENTERPRISES LTD,Charitable company,"We are a writing development agency running workshops, literature events, seminars, running competitions and occasional events. As part of our activities, from time to time we publish physical books averaging 2 per year and e-books averaging 2 per year.",2013-06-19,"Commonword, 3 Planetree House, 21-31 Oldham Street, Manchester",M1 1JG  ,01618323777,admin@cultureword.org.uk,www.cultureword.org.uk
1143703,07536932,WALTON PARK SPORTS CENTRE LIMITED,Charitable company,THE ORGANISATION PROVIDES ACCOMMODATION FOR 4 SPORTING ACTIVITIES WHO ARE THEMSELVES EITHER A CHARITABLE ORGANISATION OR NOT FOR PROFIT COMMUNITY AMATEUR SPORTS CLUB. THE RENTS ARE SET AT A LEVEL WHICH ENSURES THE CONTINUANCE OF THE VARIOUS SPORTING ACTIVITIES AND PROMOTING THE EFFICIENCY OF OTHER CHARITABLE AND NOT FOR PROFIT ORGANISATIONS WITHIN THE CENTRE FOR THE ULTIMATE BENEFIT OF THE PUBLIC.,2011-09-07,"19 Green Walk, Timperley, Altrincham",WA15 6JN,01619802690,NA,NA
